item_id	text_eng	desc_eng	desc2_eng	text_jpn	desc_jpn	desc2_jpn	text_chs	desc_chs	desc2_chs	text_cht	desc_cht	desc2_cht	text_deu	desc_deu	desc2_deu	text_fra	desc_fra	desc2_fra	text_kor	desc_kor	desc2_kor	text_rus	desc_rus	desc2_rus	text_spa	desc_spa	desc2_spa	imageNo	min_rarity	max_level	wep	arm	acc	atk	heal	supEne	supPar	grade_min_value	grade_max_value	lv_min_rand_range_min	lv_min_rand_range_max	lv_max_rand_range_min	lv_max_rand_range_max	trait_base	hash	item_trait_table_tag	fire	ice	bolt	air	no_level	combo_1	combo_2	combo_3	combo_4	disp_flag
ITEM_TRAIT_TRAIT_127	Battle Readiness - SPD	Boosts SPD by [Rank x 5]% at the start of combat.		戦闘準備・素早さ	戦闘開始時に、素早さがRANK×5％上昇		战斗准备：敏捷	战斗开始时，敏捷提升 RANK×5%。		戰鬥準備：敏捷	戰鬥開始時，敏捷上升 RANK×5%。		Kampfbereitschaft – TMP	Erhöht bei Beginn des Kampfes TMP um [Rang x 5] %.		Paré au combat - VIT	Augmente la VIT de [Rang x 5] % au début du combat.		전투준비ㆍ민첩성	전투 시작 시,민첩성이 RANK×5% 상승한다		Готовность к битве: СКР	Увеличивает СКР на [ранг x 5]% в начале битвы.		Disposición para la batalla: VEL	Potencia la VEL un [Rango x5] % al inicio del combate.		1402	0	6			True					4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_BUFF_BATTLE_START', '', '', '']	['STATUS_BUFF_SPD', '', '', '']	22				True						1
ITEM_TRAIT_TRAIT_128	EXP Bonus	Increases EXP gained by [Rank x 3]%.		経験値ボーナス	獲得経験値が、RANK×3％上昇		经验值奖励	获得经验值提升 RANK×3%。		經驗值獎勵	獲得經驗值上升 RANK×3%。		EP-Bonus	Erhöht erhaltene EP um [Rang x 3] %.		Bonus d'EXP	Augmente l'EXP gagnée de [Rang x 3] %.		경험치 보너스	획득 경험치가 RANK×3% 상승한다		Бонус к опыту	Увеличивает количество полученного опыта на [ранг x 3]%.		Bonificación de EXP	Aumenta un [Rango x3] % la EXP conseguida.		1402	2	1			True					100	100	[3, 0, 0, 0]	[3, 0, 0, 0]	[3, 0, 0, 0]	[3, 0, 0, 0]	['ITEM_SUB_EQI_ADD_EXP', '', '', '']	['', '', '', '']	13			True		True					1
ITEM_TRAIT_TRAIT_129	Simplification	Reduces cooldowns by -2 second(s) and reduces power by -20%.		簡易化	クールタイムが、-2秒 減少し、威力が-20％減少する		简易化	冷却时间缩短-2秒，威力下降-20%。		簡易化	冷卻時間縮短-2秒，威力減少-20%。		Vereinfachung	Reduziert die Abklingzeit um -2 Sek. und reduziert Stärke um -20 %.		Simplification	Réduit les temps de rechargement de -2 seconde(s) et la puissance de -20 %.		간이화	쿨타임이 -2초 감소하고위력이 -20% 감소한다		Упрощение	Сокращает перезарядку на -2 сек. и снижает мощь на -20%.		Simplificación	Reduce -2 segundo(s) el tiempo de reutilización y un -20 % la potencia.		1402	3	1				True	True	True	True	100	100	[-2, -20, 0, 0]	[-2, -20, 0, 0]	[-2, -20, 0, 0]	[-2, -20, 0, 0]	['ITEM_SUB_ITM_CHANGE_CT', 'ITEM_SUB_ITM_CHANGE_POWER', '', '']	['', '', '', '']	37			True		True	Reduce Cooldown	Destructive+	Single Boost	Item Use Count Up	1
ITEM_TRAIT_TRAIT_130	Complication	Increases cooldowns by 2 second(s) and boosts power by 20%.		複雑化	クールタイムが、2秒 増加し、威力が20％増加する		复杂化	冷却时间缩短2秒，威力增强20%。		複雜化	冷卻時間增加2秒，威力增加20%。		Erschwerung	Verlängert die Abklingzeit um 2 Sek. und erhöht Stärke um 20 %.		Complication	Augmente les temps de rechargement de 2 seconde(s) et la puissance de 20 %.		복잡화	쿨타임이 2초 증가하고위력이 20% 증가한다		Усложнение	Продлевает перезарядку на 2 сек. и повышает мощь на 20%.		Complicación	Aumenta 2 segundo(s) el tiempo de reutilización y un 20 % la potencia.		1402	3	1				True	True	True	True	100	100	[2, 20, 0, 0]	[2, 20, 0, 0]	[2, 20, 0, 0]	[2, 20, 0, 0]	['ITEM_SUB_ITM_CHANGE_CT', 'ITEM_SUB_ITM_CHANGE_POWER', '', '']	['', '', '', '']	38				True	True	Reduce Cooldown	Destructive+	Multi Boost	Item Use Count Up	1
ITEM_TRAIT_TRAIT_131	Hunker Down	Allows you to survive an attack that otherwise would have been a KO with 1 HP when HP is at [100 - (Rank x 10)]% or higher.		食いしばり	ＨＰが100-RANK×10％以上ある場合、1撃で戦闘不能になるダメージを受けても必ず1残る		咬紧牙关	HP处于 100-RANK×10% 以上时，即使受到一击必杀的伤害，HP也必定剩余1。		咬緊牙關	HP在 100-RANK×10% 以上時，即使受到一擊必殺的傷害，也必定剩下1HP。		Ausharren	Ein Angriff, der sonst zu einem K.o. geführt hätte, wird mit 1 LP überstanden, wenn die LP [100 - Rang x 10] % oder höher betragen.		Volonté inflexible	Permet de survivre à une attaque et de conserver 1 PV au lieu de tomber KO, si les PV sont supérieurs ou égaux à [100 - Rang x 10] %.		인내	HP가 100-RANK×10% 이상이면일격에 전투불능이 되는 대미지를받아도 반드시 1 남는다		Держать удар	Позволяет избежать потери сознания и пережить атаку с 1 ОЗ, когда ОЗ находятся на уровне [100 − ранг x 10]% или выше.		Atrincheramiento	Te permite sobrevivir a un ataque con 1 PS que, de otro modo, habría terminado en KO cuando los PS están al [100 - Rango x10] % o más.		1402	0	6		True						100	100	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_GUTS', '', '', '']	['', '', '', '']	39	True					Warrior Stance	Knight Stance	Elemental Slayer	Spirit Horse Slayer	1
ITEM_TRAIT_TRAIT_132	Keen Eye	Boosts the chances of applying a status effect by [Rank x 5]%.		観察眼	状態異常の付与確率が、RANK×5％上昇		洞察力	异常状态的赋予概率提升 RANK×5%。		洞察力	異常狀態的賦予機率上升 RANK×5%。		Scharfes Auge	Erhöht die Chance, einen Statuseffekt zuzufügen, um [Rang x 5] %.		Œil avisé	Augmente les chances d'infliger un état anormal de [Rang x 5] %.		관찰안	상태이상 부여확률이 RANK×5% 상승한다		Зоркий глаз	Повышает шанс наложить эффект состояния на [ранг x 5]%.		Ojo experto	Aumenta un [Rango x5] % las probabilidades de aplicar un efecto de estado.		1402	0	6			True					5	10	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ADD_STATUS_RATE', '', '', '']	['', '', '', '']	40			True			Inflict Burns	Inflict Frostbite	Inflict Paralysis	Inflict Poison	1
ITEM_TRAIT_TRAIT_133	Well-Learned	Boosts item drop rate by [Rank x 10]%.		博識	アイテムのドロップ率が、RANK×10％上昇		博学	道具的掉落率提升 RANK×10%。		博學	道具的掉落率上升 RANK×10%。		Guter Scharfsinn	Erhöht Gegenstandsbeute-Rate um [Rang x 10] %.		Érudition	Augmente le taux d'obtention d'objets de [Rang x 10] %.		박식	아이템 드롭률이 RANK×10% 상승한다		Осведомленность	Повышает шанс выпадения предметов на [ранг x 10]%.		Lección aprendida	Aumenta un [Rango x10] % la probabilidad de botín.		1402	0	6			True					4	9	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_ADD_DROP_RATE', '', '', '']	['', '', '', '']	41			True			Keen Eye	Sporeling Slayer	Horned Owl Slayer	Puni Slayer	1
ITEM_TRAIT_TRAIT_134	Multi Boost	Increases damage dealt to target by [Rank x 5]% when there are multiple enemies in the group.		マルチブースト	1グループ内に複数敵がいる場合、対象へ与えるダメージがRANK×5％上昇		复数加成	一组内有多个敌人时，对目标造成的伤害提升 RANK×5%。		複數加成	1組內的敵人為複數時，給予目標的傷害上升 RANK×5%。		Multi-Verstärkung	Erhöht den dem Ziel zugefügten Schaden um [Rang x 5] %, wenn sich mehrere Gegner in der Gruppe befinden.		Renforcement multiple	Augmente les dégâts infligés à la cible de [Rang x 5] % s'il y a plusieurs ennemis dans le groupe.		멀티 부스트	한 그룹 내에 적이 다수 있으면대상에게 주는 대미지가RANK×5% 상승한다		Множественное усиление	Повышает наносимый цели урон на [ранг x 5]%, когда в группе несколько врагов.		Potenciador múltiple	Aumenta un [Rango x5] % el daño infligido a un objetivo cuando haya varios enemigos en el grupo.		1402	0	6				True		True		4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_ITM_DAMAGE_MULTIPLE', '', '', '']	['', '', '', '']	12				True						1
ITEM_TRAIT_TRAIT_135	Single Boost	Increases damage dealt to target by [Rank x 5]% when there is only one enemy in the group.		シングルブースト	1グループ内で敵が単体の場合、対象へ与えるダメージがRANK×5％上昇		单体加成	一组内仅单个敌人时，对目标造成的伤害提升 RANK×5%。		單體加成	1組內的敵人為單體時，給予目標的傷害上升 RANK×5%。		Einzel-Verstärkung	Erhöht den dem Ziel zugefügten Schaden um [Rang x 5] %, wenn sich nur ein Gegner in der Gruppe befindet.		Renforcement unique	Augmente les dégâts infligés à la cible de [Rang x 5] % s'il n'y a qu'un ennemi dans le groupe.		싱글 부스트	한 그룹 내에서 적이 하나 있으면대상에게 주는 대미지가RANK×5% 상승한다		Одиночное усиление	Повышает наносимый цели урон на [ранг x 5]%, когда в группе всего один враг.		Potenciador singular	Aumenta un [Rango x5] % el daño infligido a un objetivo cuando solo haya un enemigo en el grupo.		1402	0	6				True		True		4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_ITM_DAMAGE_SINGLE', '', '', '']	['', '', '', '']	12			True							1
ITEM_TRAIT_TRAIT_136																												1402	0	6		True						4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ATT_EVADE', '', '', '']	['ATT_FIRE', '', '', '']		True									0
ITEM_TRAIT_TRAIT_137																												1402	0	6		True						4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ATT_EVADE', '', '', '']	['ATT_ICE', '', '', '']			True								0
ITEM_TRAIT_TRAIT_138																												1402	0	6		True						4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ATT_EVADE', '', '', '']	['ATT_THUN', '', '', '']				True							0
ITEM_TRAIT_TRAIT_139																												1402	0	6		True						4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_ATT_EVADE', '', '', '']	['ATT_WIND', '', '', '']					True						0
ITEM_TRAIT_TRAIT_140																												1402	5	1							True	100	100	[100, 6, 1, 0]	[100, 6, 1, 0]	[100, 6, 0, 0]	[100, 6, 0, 0]	['ITEM_SUB_ITM_ADD_BUFF', 'ITEM_SUB_ITM_CHANGE_CT', '', '']	['STATUS_BUFF_CRITICAL_SYMBOL', '', '', '']				True							0
ITEM_TRAIT_TRAIT_141																												1402	5	1							True	100	100	[50, 6, 1, 0]	[50, 6, 1, 0]	[50, 6, 0, 0]	[50, 6, 0, 0]	['ITEM_SUB_ITM_ADD_BUFF', 'ITEM_SUB_ITM_CHANGE_CT', '', '']	['STATUS_BUFF_PROTECT_SYMBOL', '', '', '']			True								0
ITEM_TRAIT_TRAIT_142	Enhanced Mana Surge	Increases skill damage by [Rank x 10]% during Mana Surge.		アドベント強化	アドベント時、スキルのダメージがRANK×10％上昇		降临强化	降临时，技能伤害提升 RANK×10%。		降臨強化	降臨時，技能傷害上升 RANK×10%。		Verstärkte Mana-Woge	Erhöht Fertigkeitsschaden um [Rang x 10] % während einer Mana-Woge.		Hausse de mana améliorée	Augmente les dégâts des compétences de [Rang x 10] % pendant une hausse de mana.		어드벤트 강화	어드벤트 시,스킬 대미지가 RANK×10% 상승한다		Усиленное поглощение маны	Повышает урон от навыка на [ранг x 10]% во время поглощения маны.		Oleada de maná mejorada	Aumenta un [Rango x10] % el daño de las habilidades durante la Oleada de maná.		1402	0	6			True					100	100	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_DAMAGE_ADVENT', '', '', '']	['', '', '', '']	42	True					Skill Boost	ATK Up	Stun Boost	Critical Damage Up	1
ITEM_TRAIT_TRAIT_143	Awakened Mana Surge	Increases skill damage by [Rank x 10]% during Mana Surge and boosts all stats by [Rank x 10].		アドベント覚醒	アドベント時、スキルのダメージがRANK×10％上昇。全ステータスが、RANK×10上昇		降临觉醒	降临时，技能伤害提升 RANK×10%。所有能力提升 RANK×10。		降臨覺醒	降臨時，技能傷害上升 RANK×10%。所有能力上升 RANK×10。		Erwachte Mana-Woge	Erhöht Fertigkeitsschaden um [Rang x 10] % während einer Mana-Woge und erhöht alle Werte um Rang x 10.		Hausse de mana éveillée	Augmente les dégâts des compétences de [Rang x 10] % pendant une hausse de mana, et augmente toutes les statistiques de Rang x 10.		어드벤트 각성	어드벤트 시,스킬 대미지가 RANK×10% 상승한다.모든 스테이터스가 RANK×10 상승한다		Пробужденное поглощение маны	Повышает урон от навыка на [ранг x 10]% во время поглощения маны и увеличивает все параметры на [ранг x 10].		Oleada de maná avivada	Aumenta un [Rango x10] % el daño de las habilidades durante la Oleada de maná y potencia todas las estadísticas en [Rango x10].		1402	0	6			True					100	100	[10, 10, 0, 0]	[10, 10, 0, 0]	[60, 60, 0, 0]	[60, 60, 0, 0]	['ITEM_SUB_EQI_DAMAGE_ADVENT', 'ITEM_SUB_EQI_ADD_BUFF_ADVENT', '', '']	['', 'STATUS_BUFF_ALL', '', '']	43	True					Enhanced Mana Surge	Skill Boost+	Stun Boost+	All Stats Boost+	1
ITEM_TRAIT_TRAIT_144	Follow-Up Neutral Damage	Deals [Rank x 5] power damage, ignoring any elemental resistances.		無属性追撃	アイテム使用時に RANK×5 の威力値で属性耐性を無視したダメージを与える		无属性追击	使用道具时，造成威力值为 RANK×5 的无视属性耐性的伤害。		無屬性追擊	使用道具時，以 RANK×5 的威力值給予無視屬性耐性的傷害。		Folge-Normalschaden	Fügt Schaden mit Stärke [Rang x 5] zu und ignoriert sämtliche Elementar-Widerstände.		Dégâts neutres supplémentaires	Inflige des dégâts d'une puissance de [Rang x 5], ces dégâts ignorent les résistances élémentaires.		무속성 추격	아이템 사용 시, RANK×5의 위력치만큼 속성내성을 무시한 대미지를 준다		Последующий нейтральный урон	Наносит урон мощью [ранг x 5], игнорируя устойчивость ко всем стихиям.		Daño neutral encadenado	Inflige un daño de potencia [Rango x5] que ignora todas las resistencias elementales.		1402	0	6				True				100	100	[5, 0, 0, 0]	[10, 0, 0, 0]	[30, 0, 0, 0]	[40, 0, 0, 0]	['ITEM_SUB_ITM_ADD_ATT_DAMAGE', '', '', '']	['', '', '', '']	44			True			Follow-Up Fire Damage	Follow-Up Ice Damage	Follow-Up Bolt Damage	Follow-Up Air Damage	1
ITEM_TRAIT_TRAIT_145	Item Expert	Increases item damage by [Rank x 5]% and reduces skill damage by [Rank x -5]%.		アイテム使い	アイテムのダメージがRANK×5％上昇。スキルのダメージがRANK×-5％減少		道具高手	道具伤害提升 RANK×5%。技能伤害减少 RANK×-5%。		道具高手	道具傷害上升 RANK×5%。技能傷害減少 RANK×-5%。		Gegenstands-Profi	Erhöht Gegenstandschaden um [Rang x 5] % und reduziert Fertigkeitsschaden um [Rang x -5] %.		Expert en objets	Augmente les dégâts des objets de [Rang x 5] % et réduit les dégâts des compétences de [Rang x -5] %.		아이템 사용자	아이템 대미지가 RANK×5% 상승한다.스킬 대미지가 RANK×-5% 감소한다		Знаток предметов	Повышает урон от предмета на [ранг x 5]% и снижает урон от навыка на [ранг x -5]%.		Experto en objetos	Aumenta un [Rango x5] % el daño de los objetos y reduce un [Rango x-5] % el daño de las habilidades.		1402	0	6			True					100	100	[5, -5, 0, 0]	[5, -5, 0, 0]	[30, -30, 0, 0]	[30, -30, 0, 0]	['ITEM_SUB_EQI_ADD_GOOD_STATUS_PERMANENT', 'ITEM_SUB_EQI_DAMAGE_SKILL', '', '']	['STATUS_GOOD_ITEM_DAMAGE', '', '', '']	45			True			Inner Range Boost	Outer Range Boost	Reduce Cooldown	Item Use Count Up	1
ITEM_TRAIT_TRAIT_146	Lucky Armor	Grants a [Rank x 5]% chance to greatly reduce damage taken.		ラッキーアーマー	RANK×5％の確率で受けるダメージを大幅に軽減		幸运铠甲	有 RANK×5% 的概率使所受伤害大幅减轻。		幸運鎧甲	以 RANK×5% 的機率使所受傷害大幅減輕。		Glücksrüstung	Gewährt eine Chance von [Rang x 5] %, den erlittenen Schaden drastisch zu reduzieren.		Armure porte-bonheur	Octroie [Rang x 5] % de chances de réduire considérablement les dégâts subis.		러키 아머	RANK×5%의 확률로받는 대미지를 대폭 경감시킨다		Счастливая броня	Дает шанс [ранг x 5]% существенно снизить получаемый урон.		Armadura de la suerte	Otorga un [Rango x5] % de probabilidad de reducir enormemente el daño recibido.		1402	0	6		True						4	9	[5, 0, 0, 0]	[5, 0, 0, 0]	[30, 0, 0, 0]	[30, 0, 0, 0]	['ITEM_SUB_EQI_PROTECT_DAMAGE_RATE', '', '', '']	['', '', '', '']	16			True							1
ITEM_TRAIT_TRAIT_147																												1402	0	6		True						100	100	[10, 0, 0, 0]	[10, 0, 0, 0]	[60, 0, 0, 0]	[60, 0, 0, 0]	['ITEM_SUB_EQI_PINCH_EVADE', '', '', '']	['', '', '', '']					True						0
ITEM_TRAIT_TRAIT_148	Compression	Sets uses to 1 and boosts power by [Rank x 20]%.		圧縮	使用回数を１回にする、威力がRANK×20％上昇		压缩	使用次数降为1，威力提升 RANK×20%。		壓縮	將使用次數設定為1，威力上升 RANK×20%。		Kompression	Setzt Anzahl der Verwendungen auf 1 und erhöht Stärke um [Rang x 20] %.		Compression	Réduit le nombre d'utilisations à 1 et augmente la puissance de [Rang x 20] %.		압축	사용횟수를 1회로 하고위력이 RANK×20% 상승한다		Сжатие	Устанавливает количество использований на 1 и повышает мощь на [ранг x 20]%.		Compresión	Establece el número de usos en 1 y aumenta la potencia un [Rango x20] %.		1402	0	6				True	True	True	True	100	100	[20, 0, 0, 0]	[20, 0, 0, 0]	[120, 0, 0, 0]	[120, 0, 0, 0]	['ITEM_SUB_ITM_CHANGE_POWER_SHRINK', '', '', '']	['', '', '', '']	46			True			Reduce Cooldown	Item Use Count Up	Destructive	Destructive+	1
ITEM_TRAIT_TRAIT_149	Ultimate Trump Card	Sets uses to 1 and boosts power by [Rank x 20]%. Further boosts power in proportion to your remaining HP.		最後の切り札	使用回数を１回にする、威力がRANK×20％上昇。使用者のHP残量に応じて威力がさらに増加		最后王牌	使用次数降为1，威力提升 RANK×20%。威力会根据使用者的HP余量进一步增加。		最後王牌	將使用次數設定為1，威力上升 RANK×20%。威力會根據使用者的HP餘量進一步增加。		Ultimative Trumpfkarte	Setzt Anzahl der Verwendungen auf 1 und erhöht Stärke um [Rang x 20] %. Erhöht Stärke im Verhältnis zu verbleibenden LP weiter.		Atout ultime	Réduit le nombre d'utilisations à 1 et augmente la puissance de [Rang x 20] %. Augmente davantage la puissance proportionnellement à vos PV restants.		최후의 카드	사용횟수를 1회로 하고위력이 RANK×20% 상승한다.사용자의 HP잔량에 따라 위력이더욱 증가한다		Последний козырь	Устанавливает количество использований на 1 и повышает мощь на [ранг x 20]%. Дополнительно повышает мощь пропорционально оставшимся ОЗ.		Última baza	Establece el número de usos en 1 y aumenta la potencia un [Rango x20] %. La potencia aumenta en función de tus PS restantes.		1402	0	6				True	True	True	True	100	100	[20, 0, 0, 0]	[20, 0, 0, 0]	[120, 0, 0, 0]	[120, 0, 0, 0]	['ITEM_SUB_ITM_CHANGE_POWER_SHRINK', 'ITEM_SUB_ITM_CHANGE_POWER_REVERSE_HP', '', '']	['', '', '', '']	47			True			Compression	Equivalent Exchange	Warrior Stance	Knight Stance	1
