text_ENG	Race	Number	Number2	ElemRes1	ElemRes2	ElemRes3	ElemRes4	ElemRes5	ElemRes6	AilRes1	AilRes2	AilRes3	AilRes4	AilRes5	AilRes6	AilRes7	AilRes8	DropReward0	DropReward1	DropReward2	DropReward3	DropReward4	DropGift0	DropGift1	DropGift2	DropGift3	DropGift4	text_JPN	text_CHS	text_CHT	text_KOR	FlavorText	EnemyLibraryInfoId
Ashen Wool	Beast	[2, 1, 6, 2]	135	0	-25	-50	50	0	0	0	0	0	-50	0	-25	0	50	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 568788969, 'ItemName': 'Fluffy Wool', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1497826300, 'ItemName': 'Fresh Meat', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1396615881, 'ItemName': 'Natural Oil', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1095053287, 'ItemName': 'Spiral Bone', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 438774936, 'ItemName': 'Zafloa Oil', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 297808712, 'ItemName': 'Altus - Vibrant Amethyst'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1531694908, 'ItemName': 'Altus - Amethyst Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 141483302, 'ItemName': 'Altus - Amethyst Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1100424542, 'ItemName': 'Altus - Amethyst Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 725724465, 'ItemName': 'Altus - Amethyst Glow'}	アッシュウール	灰毛绵羊	灰毛綿羊	애쉬 울	"{'flavor1': {'text_ENG': 'These have impressive horns.', 'text_JPN': '「立派な角だね」', 'text_CHT': '「好大的角！」', 'text_CHS': '“好大的角！”', 'text_KOR': '「뿔이 훌륭하네」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': 'Getting rammed by one would be no laughing matter.', 'text_JPN': '「突進に当たったらひとたまりもないね……」', 'text_CHT': '「被牠用力一撞就完了吧……」', 'text_CHS': '“被它用力一撞就完了吧……”', 'text_KOR': '「부딪히면 무사하지 못할 것 같아…」'}, 'char2': 'Resna', 'flavor3': {'text_ENG': ""But you know, I don't see them land hits very often ..."", 'text_JPN': '「でもあんまり当たったことがないような？」', 'text_CHT': '「可是牠的命中率好像不高耶？」', 'text_CHS': '“可是它的命中率好像不高啊？”', 'text_KOR': '「근데 별로 부딪힌 적이 없는 것 같은데?」'}, 'char3': 'Rias', 'flavor4': {'text_ENG': ""Maybe they're blinded by all the wool?"", 'text_JPN': '「もしかして毛で前が見えてないんじゃ……」', 'text_CHT': '「大概是視線被毛擋住了吧……」', 'text_CHS': '“大概是视线被毛挡住了吧……”', 'text_KOR': '「설마 털 때문에 앞이 안 보이는 게…」'}, 'char4': 'Resna'}"	298037226
		[2, 2, 6, 2]	136																														434743601
Moldruff	Beast	[8, 3, 9, 7]	572	0	-25	-50	50	0	0	0	0	0	-50	0	-25	0	50	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 568788969, 'ItemName': 'Fluffy Wool', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 929672413, 'ItemName': 'Tough Bone', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 513455225, 'ItemName': 'Cotton Grass', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1396615881, 'ItemName': 'Natural Oil', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 20, 'LevelMax': 34, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1095053287, 'ItemName': 'Spiral Bone', 'GradeMin': 1, 'GradeMax': 20}	{'LevelMin': 10, 'LevelMax': 40, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2122643954, 'ItemName': 'Dark Bone Pearl', 'Numbers1': [4, 4, 2], 'Numbers2': [5, 4, 1, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 990869865, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 10, 'LevelMax': 40, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 159631720, 'ItemName': 'Crimson Bone Pearl', 'Numbers1': [4, 4, 2], 'Numbers2': [5, 4, 1, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 990869865, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 10, 'LevelMax': 40, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1869965090, 'ItemName': 'Azure Bone Pearl', 'Numbers1': [4, 4, 2], 'Numbers2': [5, 4, 1, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 990869865, 'GiftTraitTableId3': 990869865, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}			モルドラフ	霉菌绵羊	黴菌綿羊	몰드러프	"{'flavor1': {'text_ENG': 'Ngh, it smells all moldy ...', 'text_JPN': '「うっ、カビ臭いです……」', 'text_CHT': '「嗚，有股霉味……」', 'text_CHS': '“呜，有股霉味……”', 'text_KOR': '「윽, 곰팡이 냄새가 나요…」'}, 'char1': 'Corneria', 'flavor2': {'text_ENG': ""Monsters don't take baths, so there's probably actual mold growing on its fur."", 'text_JPN': '「魔物はお風呂なんか入らないから、\n\u3000毛にカビが生えちゃってるんだね」', 'text_CHT': '「魔物不洗澡，所以毛都發霉了。」', 'text_CHS': '“魔物不洗澡，所以毛都长霉了。”', 'text_KOR': '「몬스터는 목욕 같은 거 안 하니까\n 털에 곰팡이가 피었나 보네」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': 'Hearing that makes me want to shear it rather than fight it ...', 'text_JPN': '「倒すよりも、丸刈りにしてやりたい気分だ」', 'text_CHT': '「比起打倒牠，我更想幫牠把毛剃光。」', 'text_CHS': '“比起打倒它，我更想帮它把毛剃光。”', 'text_KOR': '「쓰러트리는 것보다 털을 깎아주고 싶군」'}, 'char3': 'Slade'}"	1786387362
		[6, 3, 8, 3]	137																														583760153
		[9, 5, 9, 8]	573																														1836018592
Dreamcatcher	Beast	[2, 2, 5, 2]	138	0	-25	-50	50	-25	50	0	50	-25	-50	0	-25	50	50	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 568788969, 'ItemName': 'Fluffy Wool', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1497826300, 'ItemName': 'Fresh Meat', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 929672413, 'ItemName': 'Tough Bone', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 852104421, 'ItemName': 'Ferrous Isopod', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 14, 'LevelMax': 29, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 227038212, 'ItemName': 'Baby Menace', 'GradeMin': 1, 'GradeMax': 17}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 990171645, 'ItemName': 'Iris Stone - Poison'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1682042544, 'ItemName': 'Iris Stone - Elixir'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1783820869, 'ItemName': 'Iris Stone - Sand'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1317181551, 'ItemName': 'Iris Stone - Stone'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 247006589, 'ItemName': 'Iris Stone - Ore'}	ドリームキャッチャー	捕梦者	捕夢者	드림 캐처	"{'flavor1': {'text_ENG': ""They say there's a chance your dreams will come true if you defeat one of these! We have to find one!"", 'text_JPN': '「倒したら夢が叶うかもしれないんだって！\n\u3000絶対見つけなきゃ！」', 'text_CHT': '「聽說打倒牠，就有機會美夢成真！\n\u3000所以我一定要找到牠！」', 'text_CHS': '“听说打倒它，就有机会美梦成真！\n\u3000所以我一定要找到它！”', 'text_KOR': '「쓰러트리면 꿈이 이루어질지도 모른대!\n 꼭 찾아내야지!」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""Are you sure that's true? It'd be a shame if they started getting targeted over a made-up story."", 'text_JPN': '「それ本当なの？\n\u3000逸話のせいで狙われるなんて気の毒かも……」', 'text_CHT': '「真的嗎？那也太可憐了，\n\u3000居然因為傳聞而遭到獵捕……」', 'text_CHS': '“真的吗？那也太可怜了，\n\u3000居然因为传闻而遭到捕猎……”', 'text_KOR': '「그거, 정말이야? 일화 때문에\n 표적이 되다니, 안쓰러울지도…」'}, 'char2': 'Vayne'}"	1800136497
		[3, 3, 8, 3]	139																														316073489
Despair Beast	Beast	[8, 3, 9, 7]	574	0	-25	-50	50	-25	50	0	50	-25	-50	0	-25	50	50	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 568788969, 'ItemName': 'Fluffy Wool', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1396615881, 'ItemName': 'Natural Oil', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 802550893, 'ItemName': 'Medium Medicine', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 994036346, 'ItemName': 'Glowshroom', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 23, 'LevelMax': 39, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1856092025, 'ItemName': 'Lapis Papillion', 'GradeMin': 1, 'GradeMax': 25}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 869563684, 'ItemName': 'Dark Fyr Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1154698674, 'ItemName': 'Crimson Fyr Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}	{'LevelMin': 5, 'LevelMax': 20, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 572908536, 'ItemName': 'Azure Fyr Pearl', 'Numbers1': [5, 3, 2], 'Numbers2': [8, 2, 0, 0, 0], 'GiftTraitTableId1': 721348539, 'GiftTraitTableId2': 1275611647, 'GiftTraitTableId3': 0, 'GiftTraitTableId4': 0, 'GiftTraitTableId5': 0}			デスペレイション	绝望绵羊	絕望綿羊	데스페레이션	"{'flavor1': {'text_ENG': ""It's covered in a rock-like fur that it uses for both offense and defense, making it a real pain to deal with."", 'text_JPN': '「岩みたいな毛で覆われてて、攻撃にも守りにも\n\u3000使えるから、厄介なんだよね」', 'text_CHT': '「牠身上長滿了像岩石一樣的毛，\n\u3000既能攻又能守，很難對付。」', 'text_CHS': '“它身上长满了岩石一样的毛，\n\u3000能攻能守，很难对付。”', 'text_KOR': '「바위 같은 털로 덮여 있는데 공격과\n 수비에도 활용할 수 있어서 성가셔」'}, 'char1': 'Sophie', 'flavor2': {'text_ENG': ""Its horns are dangerous too. It's basically an amalgamation of natural weapons!"", 'text_JPN': '「真っすぐに前を向いている角も危険です。\n\u3000全身が武器の塊のような魔物ですね」', 'text_CHT': '「對準正前方的角也很危險，\n\u3000這魔物簡直渾身上下都是武器。」', 'text_CHS': '“对准正前方的角也很危险，\n\u3000这魔物简直浑身上下都是武器。”', 'text_KOR': '「앞으로 반듯하게 난 뿔도 위험합니다.\n 온몸이 무기 덩어리 같은 몬스터죠」'}, 'char2': 'Plachta'}"	2122485207
		[7, 6, 9, 6]	140																														967083816
		[9, 5, 9, 8]	575																														1801104508
Lickshroom	Plant	[1, 1, 1, 1]	141	0	0	-25	0	0	-50	0	-50	0	-25	0	0	-50	0	{'LevelMin': 1, 'LevelMax': 5, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1198196565, 'ItemName': 'Eicheloa', 'GradeMin': 1, 'GradeMax': 8}	{'LevelMin': 1, 'LevelMax': 5, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1214334651, 'ItemName': 'Thick Tongue', 'GradeMin': 1, 'GradeMax': 8}	{'LevelMin': 1, 'LevelMax': 5, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 500555235, 'ItemName': 'Darkshroom', 'GradeMin': 1, 'GradeMax': 8}	{'LevelMin': 1, 'LevelMax': 5, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 256557618, 'ItemName': 'Honey Fungus', 'GradeMin': 1, 'GradeMax': 8}		{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1461982293, 'ItemName': 'Iris Stone - Animal Mat.'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 441917182, 'ItemName': 'Iris Stone - Dragon Mat.'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 34942089, 'ItemName': 'Iris Stone - Neutralizer'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 325708408, 'ItemName': 'Iris Stone - Misc.'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1094440022, 'ItemName': 'Iris Stone - Spices'}	ナメルダケ	舔舔菇	舔舔菇	날름 버섯	"{'flavor1': {'text_ENG': ""It feels like they're only targeting me."", 'text_JPN': '「何故かあたしだけやたら狙われてる気がする」', 'text_CHT': '「牠好像只攻擊我耶。」', 'text_CHS': '“它好像只攻击我哎。”', 'text_KOR': '「왠지 나만 자꾸 노리는 것 같아」'}, 'char1': 'Sophie', 'flavor2': {'text_ENG': 'Did you do something to make them angry?', 'text_JPN': '「なんか恨みを買ったんじゃない？」', 'text_CHT': '「妳什麼時候招惹牠了？」', 'text_CHS': '“你是不是招惹到它了？”', 'text_KOR': '「뭔가 원한이라도 산 거 아니야?」'}, 'char2': 'Rias', 'flavor3': {'text_ENG': ""Maybe it's all those mushrooms I ate recently ..."", 'text_JPN': '「この前きのこいっぱい食べたからかなぁ」', 'text_CHT': '「大概是前陣子吃太多菇了。」', 'text_CHS': '“大概是前阵子吃太多菇了。”', 'text_KOR': '「저번에 버섯을 많이 먹어서 그런가?」'}, 'char3': 'Sophie', 'flavor4': {'text_ENG': 'They smell kind of sweet, huh? Like candy.', 'text_JPN': '「お菓子の甘いにおいがするんじゃないか？」', 'text_CHT': '「牠聞起來是不是很像甜點？」', 'text_CHS': '“它闻起来是不是很像甜点？”', 'text_KOR': '「맛있는 과자 냄새가 나는 거 아니야?」'}, 'char4': 'Slade'}"	816795738
Extra-Large Mushroom	Plant	[5, 2, 1, 3]	576	0	0	-25	0	0	-50	0	-50	0	-25	0	0	-50	0	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1390252845, 'ItemName': 'Octoshroom', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1214334651, 'ItemName': 'Thick Tongue', 'GradeMin': 1, 'GradeMax': 10}		{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 256557618, 'ItemName': 'Honey Fungus', 'GradeMin': 1, 'GradeMax': 10}							トクダイキノコ	特大蘑菇	特大菌菇	특대 버섯	"{'flavor1': {'text_ENG': 'Oskar, can you understand these monsters?', 'text_JPN': '「オスカー、この魔物の言葉ってわかる？」', 'text_CHT': '「奧斯卡，你聽得懂這種魔物的語言嗎？」', 'text_CHS': '“奥斯卡，你听得懂这种魔物的语言吗？”', 'text_KOR': '「오스카, 이 몬스터의 말은 알아듣겠어?」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""Of course not. They may look like mushrooms, but they're monsters, not plants."", 'text_JPN': '「わかるわけないだろ。見た目はキノコでも、\n\u3000こいつは植物じゃなくて魔物なんだからさ」', 'text_CHT': '「當然聽不懂啊，就算牠長得像菇，\n\u3000但依然是魔物，而不是植物啊。」', 'text_CHS': '“当然听不懂啊，就算它长得像菇，\n\u3000但依然是魔物，而不是植物啊。”', 'text_KOR': '「알아들을 리가 없잖아. 버섯처럼 생겼지만\n 이 녀석은 식물이 아니라 몬스터이니까」'}, 'char2': 'Oskar', 'flavor3': {'text_ENG': ""Huh. I guess they're not monsters that spawned from mushrooms after all."", 'text_JPN': '「キノコから生まれた魔物じゃなかったんだな」', 'text_CHT': '「原來這不是從菇裡長出來的魔物啊。」', 'text_CHS': '“原来这魔物不是从菇里长出来的啊。”', 'text_KOR': '「버섯에서 태어난 몬스터가 아니었구나」'}, 'char3': 'Slade'}"	57894856
		[1, 1, 1, 1]	142																														898685608
		[3, 3, 1, 1]	143																														1924392320
Spore Dog	Plant	[2, 2, 1, 1]	144	0	-50	-25	0	50	0	0	0	50	-25	0	-50	0	0	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1198196565, 'ItemName': 'Eicheloa', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 500555235, 'ItemName': 'Darkshroom', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1214334651, 'ItemName': 'Thick Tongue', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 994036346, 'ItemName': 'Glowshroom', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 3, 'LevelMax': 15, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1390252845, 'ItemName': 'Octoshroom', 'GradeMin': 1, 'GradeMax': 10}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1724763677, 'ItemName': 'Altus - Brilliant Glow'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1583727976, 'ItemName': 'Altus - Glowing Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1684891331, 'ItemName': 'Altus - Glowing Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 2140492094, 'ItemName': 'Altus - Glowing Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1548505188, 'ItemName': 'Altus - Glowing Amethyst'}	スポアドッグ	孢子狗	孢子狗	스포아도그	"{'flavor1': {'text_ENG': '... Think we could eat them?', 'text_JPN': '「……食べられるのかな？」', 'text_CHT': '「……那應該可以吃吧？」', 'text_CHS': '“……那应该可以吃吧？”', 'text_KOR': '「…먹을 수 있을까?」'}, 'char1': 'Totori', 'flavor2': {'text_ENG': ""There's no way something that color isn't poisonous! Serve that at the dinner table and you'll wreak havoc!"", 'text_JPN': '「色からして絶対毒きのこじゃないですか！\n\u3000こんなのが食卓に出たら大事件ですよ！？」', 'text_CHT': '「看顏色就知道牠是毒菇啊！\n\u3000這要是上桌還得了！？」', 'text_CHS': '“看颜色就知道它是毒菇啊！\n\u3000这要是上了餐桌岂不是要出大事？！”', 'text_KOR': '「색깔부터가 독버섯이잖아요!\n 이런 게 식탁에 오르면 큰일이라고요?!」'}, 'char2': 'Meruru'}"	407237230
		[2, 3, 1, 2]	145																														982168483
		[5, 6, 1, 3]	146																														1747180087
Magician's Hat	Plant	[3, 6, 1, 3]	147	-50	50	-25	0	0	0	-50	0	0	-25	0	50	0	0	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1214334651, 'ItemName': 'Thick Tongue', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1180854181, 'ItemName': 'Dreamy Crown', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1390252845, 'ItemName': 'Octoshroom', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1804340826, 'ItemName': 'Yuqtul Frog', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 10, 'LevelMax': 24, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 256557618, 'ItemName': 'Honey Fungus', 'GradeMin': 1, 'GradeMax': 12}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 297808712, 'ItemName': 'Altus - Vibrant Amethyst'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1531694908, 'ItemName': 'Altus - Amethyst Crimson'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 141483302, 'ItemName': 'Altus - Amethyst Azure'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 1100424542, 'ItemName': 'Altus - Amethyst Jade'}	{'LevelMin': 8, 'LevelMax': 8, 'TraitId1': 0, 'TraitId2': 0, 'ItemId': 725724465, 'ItemName': 'Altus - Amethyst Glow'}	マジシャンハット	魔法师帽子	魔法師帽子	매지션 헌트	"{'flavor1': {'text_ENG': ""This one's cap kind of looks like your hat, Wilbell."", 'text_JPN': '「この子の傘、ウィルベルの帽子に似てるね。\n\u3000マジシャンだし」', 'text_CHT': '「牠的傘蓋跟薇爾貝兒的帽子好像，\n\u3000而且牠也是魔術師。」', 'text_CHS': '“它的伞盖和薇尔贝儿的帽子好像，\n\u3000而且它也是魔术师。”', 'text_KOR': '「이거, 윌벨의 모자하고 비슷하네.\n 매지션이고」'}, 'char1': 'Rias', 'flavor2': {'text_ENG': ""No it doesn't! My hat's on a whole other level of stylish!"", 'text_JPN': '「どこがよ！\u3000あたしがやってる手品は魔法！\n\u3000あたしはマジシャンじゃなくて魔法使いよ！」', 'text_CHT': '「哪裡像啊！何況我又不是魔術師，\n\u3000而是魔法師！我變的是魔法！」', 'text_CHS': '“哪里像啊！何况我又不是魔术师，\n\u3000而是魔法师！我用的是魔法！”', 'text_KOR': '「어디가! 내가 구사하는 건 마법이야!\n 나는 매지션이 아니라 마법사라고!」'}, 'char2': 'Wilbell'}"	1909956291
